"ID","INV","DATE","CATALOG","PCODE","QTY","custnum"
367,129834.00,7/97/7 00:00:00,"Pets","PT1300",1.00,"1572"
368,129834.00,7/97/7 00:00:00,"Pets","PT1400",4.00,"1573"
369,129834.00,7/97/7 00:00:00,"Pets","PT2200",3.00,"1574"
370,130227.00,7/97/9 00:00:00,"Pets","PT2400",1.00,"1575"
371,135894.00,8/97/8 00:00:00,"Pets","PT4400",1.00,"1576"
372,148918.00,10/97/16 00:00:00,"Sports","SP2600",2.00,"1577"
373,180063.00,4/98/3 00:00:00,"Toys","TY3200",1.00,"1578"
374,182267.00,4/98/13 00:00:00,"Gardening","GD4100",3.00,"1579"
375,184930.00,4/98/25 00:00:00,"Toys","TY2500",4.00,"158"
376,197353.00,6/98/18 00:00:00,"Pets","PT1100",1.00,"1580"
377,204316.00,7/98/18 00:00:00,"Softwars","SW2147",3.00,"1581"
378,204316.00,7/98/18 00:00:00,"Software","SW5338",1.00,"1582"
379,204316.00,7/98/18 00:00:00,"Software","SW7385",1.00,"1583"
380,204316.00,7/98/18 00:00:00,"Softwares","SW9521",3.00,"1584"
381,218730.00,9/98/17 00:00:00,"Pets","PT1000",1.00,"1585"
382,218730.00,9/98/17 00:00:00,"Pets","PT1400",1.00,"1586"
383,218730.00,9/98/17 00:00:00,"Pets","PT2400",4.00,"1587"
384,218730.00,9/98/17 00:00:00,"Pets","PT3300",1.00,"1588"
385,237332.00,12/98/5 00:00:00,"Software","SW6352",1.00,"1589"
386,237332.00,12/98/5 00:00:00,"Software","SW6531",4.00,"159"
387,237332.00,12/98/5 00:00:00,"Software","SW7823",1.00,"1590"
388,99998.00,4/00/21 00:00:00,"Toys","TY2600",1.00,"1591"
389,129834.00,10/00/14 00:00:00,"Pets","PT1300",1.00,"1592"
390,129834.00,10/00/14 00:00:00,"Pets","PT1400",4.00,"1593"
391,129834.00,10/00/14 00:00:00,"Pets","PT2200",3.00,"1594"
392,130227.00,10/00/16 00:00:00,"Pets","PT2400",1.00,"1595"
393,135894.00,11/00/15 00:00:00,"Pets","PT4400",1.00,"1596"
394,148918.00,1/01/23 00:00:00,"Sports","SP2600",2.00,"1597"
395,115478.00,4/97/22 00:00:00,"Sports","SP1200",1.00,"1598"
396,159478.00,12/97/11 00:00:00,"Sports","SP2300",1.00,"1599"
397,167813.00,1/98/29 00:00:00,"Software","SW4792",2.00,"16"
398,187346.00,5/98/6 00:00:00,"Sports","SP2700",1.00,"160"
399,197108.00,6/98/17 00:00:00,"Sports","SP1500",1.00,"1600"
400,203183.00,7/98/13 00:00:00,"Pets","PT1200",4.00,"1601"
401,203183.00,7/98/13 00:00:00,"Pets","PT3200",1.00,"1602"
402,203183.00,7/98/13 00:00:00,"Pets","PT4400",1.00,"1603"
403,203183.00,7/98/13 00:00:00,"Pets","PT4600",1.00,"1604"
404,216861.00,9/98/9 00:00:00,"Pets","PT2000",1.00,"1605"
405,216861.00,9/98/9 00:00:00,"Pets","PT2400",4.00,"1606"
406,216861.00,9/98/9 00:00:00,"Pets","PT3300",1.00,"1607"
407,234271.00,11/98/22 00:00:00,"Software","SW4773",1.00,"1608"
408,242593.00,12/98/28 00:00:00,"Toys","TY1200",1.00,"1609"
409,115478.00,7/00/30 00:00:00,"Sports","SP1200",1.00,"161"
410,159478.00,3/01/20 00:00:00,"Sports","SP2300",1.00,"1610"
411,167813.00,5/01/8 00:00:00,"Software","SW4792", ,"1611"
412,105195.00,2/97/19 00:00:00,"Pets","PT4300",2.00,"1612"
413,126013.00,6/97/17 00:00:00,"Sports","SP3300",1.00,"1613"
414,129637.00,7/97/6 00:00:00,"Sports","SP1000",4.00,"1614"
415,129637.00,7/97/6 00:00:00,"Sports","SP1300",1.00,"1615"
416,129637.00,7/97/6 00:00:00,"Sports","SP2000",4.00,"1616"
417,129637.00,7/97/6 00:00:00,"Sports","SP3400",3.00,"1617"
418,130398.00,7/97/10 00:00:00,"Collectibles","CC4200",1.00,"1618"
419,143734.00,9/97/18 00:00:00,"Pets","PT4200",1.00,"1619"
420,146746.00,10/97/4 00:00:00,"Pets","PT4500",1.00,"162"
421,183350.00,4/98/18 00:00:00,"Gardening","GD1400",1.00,"1620"
422,183350.00,4/98/18 00:00:00,"Gardening","GD1500",1.00,"1621"
423,183350.00,4/98/18 00:00:00,"Gardening","GD2100",3.00,"1622"
424,183350.00,4/98/18 00:00:00,"Gardening","GD3400",1.00,"1623"
425,184734.00,4/98/24 00:00:00,"Pets","PT4400",1.00,"1624"
426,186491.00,5/98/2 00:00:00,"Pets","PT2200",1.00,"1625"
427,196610.00,6/98/15 00:00:00,"Sports","SP2000",1.00,"1626"
428,196610.00,6/98/15 00:00:00,"Sport","SP2300",3.00,"1627"
429,196610.00,6/98/15 00:00:00,"Sports","SP3100",3.00,"1628"
430,203861.00,7/98/16 00:00:00,"Toys","TY1750",1.00,"1629"
431,205481.00,7/98/23 00:00:00,"Sports","sp2000",1.00,"163"
432,105195.00,5/00/29 00:00:00,"Pets","PT4300",2.00,"1630"
433,126013.00,9/00/24 00:00:00,"Sports","SP3300",1.00,"1631"
434,129637.00,10/00/13 00:00:00,"Sports","SP1000",4.00,"1632"
435,129637.00,10/00/13 00:00:00,"Sports","SP1300",1.00,"1633"
436,129637.00,10/00/13 00:00:00,"Sports","SP2000",4.00,"1634"
437,129637.00,10/00/13 00:00:00,"Sports","SP3400",3.00,"1635"
438,130398.00,10/00/17 00:00:00,"Collectible","CC4200",1.00,"1636"
439,143734.00,12/00/26 00:00:00,"Pets","PT4200",1.00,"1637"
440,146746.00,1/01/11 00:00:00,"Pets","PT4500",1.00,"1638"
441,100784.00,1/97/18 00:00:00,"Sports","SP2700",1.00,"1639"
442,113757.00,4/97/12 00:00:00,"Toys","TY1950",3.00,"164"
443,124646.00,6/97/10 00:00:00,"Sports","SP3400",1.00,"1640"
444,124829.00,6/97/11 00:00:00,"Gardening","GD2200",1.00,"1641"
445,135138.00,8/97/4 00:00:00,"Gardening","GD1500",1.00,"1642"
446,150217.00,10/97/23 00:00:00,"Pets","PT3300",2.00,"1643"
447,150217.00,10/97/23 00:00:00,"Pets","PT3500",2.00,"1644"
448,150217.00,10/97/23 00:00:00,"Pets","PT4100",1.00,"1645"
449,150217.00,10/97/23 00:00:00,"Pets","PT4400",3.00,"1646"
450,160439.00,12/97/16 00:00:00,"Tots","TY5400",3.00,"1647"
451,176966.00,3/98/19 00:00:00,"Sports","SP14OO",4.00,"1648"
452,177343.00,3/98/21 00:00:00,"Sports","SP1600",1.00,"1649"
453,182271.00,4/98/13 00:00:00,"Pets","PT4100",1.00,"165"
454,186037.00,4/98/30 00:00:00,"Gardening","GD2200",1.00,"1650"
455,196875.00,6/98/16 00:00:00,"Toys","TY5200",1.00,"1651"
456,224696.00,10/98/12 00:00:00,"Pets","PT1300",1.00,"1652"
457,224696.00,10/98/12 00:00:00,"Pets","PT1400",1.00,"1653"
458,224696.00,10/98/12 00:00:00,"Pets","PT3100",1.00,"1654"
459,224696.00,10/98/12 00:00:00,"Pets","PT3500",1.00,"1655"
460,230059.00,11/98/4 00:00:00,"Software","SW7935",1.00,"1656"
461,100784.00,4/00/27 00:00:00,"Sports","SP2700",1.00,"1657"
462,113757.00,7/00/20 00:00:00,"Toys","TY1950",3.00,"1658"
463,124646.00,9/00/17 00:00:00,"Sports","SP3400",1.00,"1659"
464,124829.00,9/00/18 00:00:00,"Gardening","GD2200",1.00,"166"
465,135138.00,11/00/11 00:00:00,"Gardening","GD1500",1.00,"1660"
466,150217.00,1/01/30 00:00:00,"Pets","PT3300",2.00,"1661"
467,150217.00,1/01/30 00:00:00,"Pets","PT3500",2.00,"1662"
468,150217.00,1/01/30 00:00:00,"Pets","PT4100",1.00,"1663"
469,150217.00,1/01/30 00:00:00,"Pets","PT4400",3.00,"1664"
470,160439.00,3/01/25 00:00:00,"Toys","TY5400",3.00,"1665"
471,127055.00,6/97/23 00:00:00,"Toys","TY1800",1.00,"1666"
472,145974.00,9/97/30 00:00:00,"Pets","PT1200",1.00,"1667"
473,151400.00,10/97/29 00:00:00,"Sports","SP2400",3.00,"1668"
474,157967.00,12/97/3 00:00:00,"Gardening","GD1100",4.00,"1669"
475,171198.00,2/98/17 00:00:00,"Sports","SP2200",1.00,"167"
476,182688.00,4/98/15 00:00:00,"Sports","SP1500",1.00,"1670"
477,184078.00,4/98/21 00:00:00,"Sports","SP1200",3.00,"1671"
478,184078.00,4/98/21 00:00:00,"Sports","SP3000",1.00,"1672"
479,184078.00,4/98/21 00:00:00,"Sports","SP3200",1.00,"1673"
480,188498.00,5/98/11 00:00:00,"Gardening","GD1500",1.00,"1674"
481,195176.00,6/98/9 00:00:00,"Toys","TY3700",3.00,"1675"
482,198750.00,6/98/24 00:00:00,"Toys","TY2400",1.00,"1676"
483,206413.00,7/98/27 00:00:00,"Software","SW7935",1.00,"1677"
484,207364.00,7/98/31 00:00:00,"Pets","PT1300",2.00,"1678"
485,207364.00,7/98/31 00:00:00,"Pets","PT2000",1.00,"1679"
486,207364.00,7/98/31 00:00:00,"Pets","PT2300",1.00,"168"
487,207364.00,7/98/31 00:00:00,"Pets","PT4200",1.00,"1680"
488,127055.00,9/00/30 00:00:00,"Toys","TY1800",1.00,"1681"
489,145974.00,1/01/7 00:00:00,"Pest","PT1200",1.00,"1682"
490,151400.00,2/01/5 00:00:00,"Sports","SP2400",3.00,"1683"
491,157967.00,3/01/12 00:00:00,"Gardening","GD1100",4.00,"1684"
492,171198.00,5/01/27 00:00:00,"Sports","SP2200",1.00,"1685"
493,122960.00,6/97/1 00:00:00,"Toys","TY1300",2.00,"1686"
494,122960.00,6/97/1 00:00:00,"Toys","TY2100",1.00,"1687"
495,122960.00,6/97/1 00:00:00,"Toys","TY2700",1.00,"1688"
496,122960.00,6/97/1 00:00:00,"Toys","TY4100",1.00,"1689"
497,124470.00,6/97/9 00:00:00,"Pets","PT4500",1.00,"169"
498,128060.00,6/97/28 00:00:00,"Sports","SP3300",1.00,"1690"
499,131682.00,7/97/17 00:00:00,"Pets","PT1300",1.00,"1691"
500,147630.00,10/97/9 00:00:00,"Pets","PT1400",1.00,"1692"
501,147630.00,10/97/9 00:00:00,"Pets","PT2200",1.00,"1693"
502,147630.00,10/97/9 00:00:00,"Pets","PT4600",1.00,"1694"
503,148925.00,10/97/16 00:00:00,"Toys","TY4400",1.00,"1695"
504,154534.00,11/97/15 00:00:00,"Software","SW7573",1.00,"1696"
505,191276.00,5/98/23 00:00:00,"Gardening","GD4000",2.00,"1697"
506,197119.00,6/98/17 00:00:00,"Toys","TY4100",3.00,"1698"
507,197119.00,6/98/17 00:00:00,"Toys","TY4400",2.00,"1699"
508,202260.00,7/98/9 00:00:00,"Toys","TY3100",1.00,"17"
509,229359.00,11/98/1 00:00:00,"Pets","PT1400",1.00,"170"
510,229359.00,11/98/1 00:00:00,"Pets","PT2100",2.00,"1700"
511,229359.00,11/98/1 00:00:00,"Pets","PT2400",1.00,"1701"
512,229359.00,11/98/1 00:00:00,"Pets","PT3500",3.00,"1702"
513,235418.00,11/98/27 00:00:00,"Pets","PT1000",1.00,"1703"
514,122960.00,9/00/8 00:00:00,"Toys","TY1300",2.00,"1704"
515,122960.00,9/00/8 00:00:00,"Toys","TY2100",1.00,"1705"
516,122960.00,9/00/8 00:00:00,"Toys","TY2700",1.00,"1706"
517,122960.00,9/00/8 00:00:00,"Toys","TY4100",1.00,"1707"
518,124470.00,9/00/16 00:00:00,"Pets","PT4500",1.00,"1708"
519,128060.00,10/00/5 00:00:00,"Sports","SP3300",1.00,"1709"
520,131682.00,10/00/24 00:00:00,"Pets","PT1300",1.00,"171"
521,147630.00,1/01/16 00:00:00,"Pets","PT1400",1.00,"1710"
522,147630.00,1/01/16 00:00:00,"Pets","PT2200",1.00,"1711"
523,147630.00,1/01/16 00:00:00,"Pets","PT4600",1.00,"1712"
524,148925.00,1/01/23 00:00:00,"Toys","TY4400",1.00,"1713"
525,154534.00,2/01/22 00:00:00,"Software","SW7573",1.00,"1714"
526,118074.00,5/97/6 00:00:00,"Pets","PT4600",1.00,"1715"
527,121807.00,5/97/26 00:00:00,"Pets","PT1300",1.00,"1716"
528,155108.00,11/97/18 00:00:00,"Gardening","GD1300",1.00,"1717"
529,186045.00,4/98/30 00:00:00,"Sports","SP1100",1.00,"1718"
530,191733.00,5/98/25 00:00:00,"Pets","PT3500",1.00,"1719"
531,238049.00,12/98/8 00:00:00,"Pets","PT1300",1.00,"172"
532,118074.00,8/00/13 00:00:00,"Pets","PT4600",1.00,"1720"
533,121807.00,9/00/2 00:00:00,"Pest","PT1300",1.00,"1721"
534,155108.00,2/01/25 00:00:00,"GARDENING","GD1300",1.00,"1722"
535,105529.00,2/97/21 00:00:00,"Gardening","GD2100",1.00,"1723"
536,114435.00,4/97/16 00:00:00,"Sports","SP1500",1.00,"1724"
537,116766.00,4/97/29 00:00:00,"Sports","SP2200",1.00,"1725"
538,117899.00,5/97/5 00:00:00,"Sports","SP2200",3.00,"1726"
539,117899.00,5/97/5 00:00:00,"Sports","SP2400",1.00,"1727"
540,117899.00,5/97/5 00:00:00,"Sports","SP3400",1.00,"1728"
541,117899.00,5/97/5 00:00:00,"Sports","SP3400",1.00,"1729"
542,132818.00,7/97/23 00:00:00,"Sports","SP1500",1.00,"173"
543,132818.00,7/97/23 00:00:00,"Sports","SP2000",1.00,"1730"
544,132818.00,7/97/23 00:00:00,"Sports","SP2400",3.00,"1731"
545,132818.00,7/97/23 00:00:00,"Sports","SP3100",2.00,"1732"
546,141045.00,9/97/4 00:00:00,"Software","SW2927",1.00,"1733"
547,165499.00,1/98/15 00:00:00,"Gardening","GD3300",1.00,"1734"
548,166670.00,1/98/22 00:00:00,"Sports","SP2500",1.00,"1735"
549,175752.00,3/98/13 00:00:00,"Software","SW4155",1.00,"1736"
550,188068.00,5/98/9 00:00:00,"Toys","TY4800",2.00,"1737"
551,199909.00,6/98/29 00:00:00,"Toys","TY2400",1.00,"1738"
552,199909.00,6/98/29 00:00:00,"Toys","TY3100",2.00,"1739"
553,199909.00,6/98/29 00:00:00,"Toys","TY5100",1.00,"174"
554,212593.00,8/98/22 00:00:00,"Sports","SP1000",2.00,"1740"
555,236613.00,12/98/2 00:00:00,"Pets","PT4500",1.00,"1741"
556,105529.00,5/00/31 00:00:00,"Gardening","GD2100",1.00,"1742"
557,114435.00,7/00/24 00:00:00,"Sports","SP1500",1.00,"1743"
558,116766.00,8/00/6 00:00:00,"Sports","SP2200",1.00,"1744"
559,117899.00,8/00/12 00:00:00,"Sports","SP2200",3.00,"1745"
560,117899.00,8/00/12 00:00:00,"Sports","SP2400",1.00,"1746"
561,117899.00,8/00/12 00:00:00,"Sports","SP3400",1.00,"1747"
562,117899.00,8/00/12 00:00:00,"Sports","SP3400",1.00,"1748"
563,132818.00,10/00/30 00:00:00,"Sports","SP1500",1.00,"1749"
564,132818.00,10/00/30 00:00:00,"Sports","SP2000",1.00,"175"
565,132818.00,10/00/30 00:00:00,"Sports","SP2400",3.00,"1750"
566,132818.00,10/00/30 00:00:00,"Sports","SP3100",2.00,"1751"
567,141045.00,12/00/12 00:00:00,"Software","SW2927",1.00,"1752"
568,165499.00,4/01/24 00:00:00,"Gardening","GD3300",1.00,"1753"
569,166670.00,5/01/1 00:00:00,"Sports","SP2500",1.00,"1754"
570,104736.00,2/97/16 00:00:00,"Sports","SP2300",4.00,"1755"
571,107409.00,3/97/5 00:00:00,"Software","SW3895",1.00,"1756"
572,107409.00,3/97/5 00:00:00,"Software","SW4155",1.00,"1757"
573,107409.00,3/97/5 00:00:00,"Software","SW4773",1.00,"1758"
574,107409.00,3/97/5 00:00:00,"Software","SW5901",1.00,"1759"
575,125050.00,6/97/12 00:00:00,"Sports","SP2500",1.00,"176"
576,131882.00,7/97/18 00:00:00,"Sports","SP1300",4.00,"1760"
577,151404.00,10/97/29 00:00:00,"Collectibles","CC3400",1.00,"1761"
578,154924.00,11/97/17 00:00:00,"Toys","TY1950",1.00,"1762"
579,156066.00,11/97/23 00:00:00,"Toys","TY1600",4.00,"1763"
580,166982.00,1/98/24 00:00:00,"Gardening","GD1300",1.00,"1764"
581,170433.00,2/98/13 00:00:00,"Gardening","GD4100",1.00,"1765"
582,204070.00,7/98/17 00:00:00,"Sports","SP2600",1.00,"1766"
583,208521.00,8/98/5 00:00:00,"Pets","PT2100",1.00,"1767"
584,223986.00,10/98/9 00:00:00,"Collectibles","CC2300",1.00,"1768"
585,225836.00,10/98/17 00:00:00,"Sports","SP2200",1.00,"1769"
586,104736.00,5/00/26 00:00:00,"Sports","SP2300",4.00,"177"
587,107409.00,6/00/12 00:00:00,"Software","SW3895",1.00,"1770"
588,107409.00,6/00/12 00:00:00,"Software","SW4155",1.00,"1771"
589,107409.00,6/00/12 00:00:00,"Software","SW4773",1.00,"1772"
590,107409.00,6/00/12 00:00:00,"Software","SW5901",1.00,"1773"
591,125050.00,9/00/19 00:00:00,"Sports","SP2500",1.00,"1774"
592,131882.00,10/00/25 00:00:00,"Sports","SP13OO",4.00,"1775"
593,151404.00,2/01/5 00:00:00,"Collectibles","CC3400",1.00,"1776"
594,154924.00,2/01/24 00:00:00,"Toys","TY1950",1.00,"1777"
595,156066.00,3/01/2 00:00:00,"Toys","TY16OO",4.00,"1778"
596,166982.00,5/01/3 00:00:00,"Gardening","GD1300",1.00,"1779"
597,170433.00,5/01/23 00:00:00,"Gardening","GD4100",1.00,"178"
598,114270.00,4/97/15 00:00:00,"Software","SW6269",1.00,"1780"
599,138893.00,8/97/24 00:00:00,"Toys","TY4400",1.00,"1781"
600,158926.00,12/97/8 00:00:00,"Pets","PT2100",1.00,"1782"
601,168314.00,2/98/1 00:00:00,"Gardening","GD2400",1.00,"1783"
602,243350.00,4/98/2 00:00:00,"Pets","PT3200",3.00,"1784"
603,243350.00,4/98/2 00:00:00,"Pets","PT3200",4.00,"1785"
604,196885.00,6/98/16 00:00:00,"Sports","SP1000",1.00,"1786"
605,206420.00,7/98/27 00:00:00,"Collectibles","CC4700",1.00,"1787"
606,208991.00,8/98/7 00:00:00,"Software","SW9521",1.00,"1788"
607,229613.00,11/98/2 00:00:00,"Pets","PT2300",4.00,"1789"
608,114270.00,7/00/23 00:00:00,"Softwars","SW6269",1.00,"179"
609,138893.00,12/00/1 00:00:00,"Toys","TY4400",1.00,"1790"
610,158926.00,3/01/17 00:00:00,"Pets","PT2100",1.00,"1791"
611,168314.00,5/01/11 00:00:00,"Gardening","GD2400",1.00,"1792"
612,98769.00,1/97/2 00:00:00,"Gardening","GD1010",1.00,"1793"
613,98769.00,1/97/2 00:00:00,"Gardening","GD1200",1.00,"1794"
614,98769.00,1/97/2 00:00:00,"Gardening","GD3000",1.00,"1795"
615,98769.00,1/97/2 00:00:00,"Gardening","GD3400",1.00,"1796"
616,99531.00,1/97/8 00:00:00,"Gardening","GD2000",3.00,"1797"
617,99531.00,1/97/8 00:00:00,"Gardening","GD3300",1.00,"1798"
618,99531.00,1/97/8 00:00:00,"Gardening","GD4100",1.00,"1799"
619,105981.00,2/97/24 00:00:00,"Toys","TY1500",1.00,"18"
620,105981.00,2/97/24 00:00:00,"Toys","TY2200",1.00,"180"
621,105981.00,2/97/24 00:00:00,"Toys","TY3600",1.00,"1800"
622,105981.00,2/97/24 00:00:00,"Toys","TY4700",2.00,"1801"
623,112152.00,4/97/3 00:00:00,"Sport","SP1000",3.00,"1802"
624,125258.00,6/97/13 00:00:00,"Pets","PT3400",3.00,"1803"
625,133973.00,7/97/29 00:00:00,"Toys","TY1600",1.00,"1804"
626,135904.00,8/97/8 00:00:00,"Software","SW1612",1.00,"1805"
627,140077.00,8/97/30 00:00:00,"Sports","SP2600",1.00,"1806"
628,147828.00,10/97/10 00:00:00,"Gardening","GD1200",2.00,"1807"
629,153756.00,11/97/11 00:00:00,"Toys","TY1600",3.00,"1808"
630,153756.00,11/97/11 00:00:00,"Toys","TY1650",1.00,"1809"
631,153756.00,11/97/11 00:00:00,"Toys","TY1950",3.00,"181"
632,153756.00,11/97/11 00:00:00,"Toys","TY2300",1.00,"1810"
633,165674.00,1/98/16 00:00:00,"Gardening","GD4200",1.00,"1811"
634,166984.00,1/98/24 00:00:00,"Gardning","GD3100",1.00,"1812"
635,186702.00,5/98/3 00:00:00,"Software","SW2842",1.00,"1813"
636,193843.00,6/98/3 00:00:00,"Software","SW6269",1.00,"1814"
637,200649.00,7/98/2 00:00:00,"Sports","SP1200",1.00,"1815"
638,200649.00,7/98/2 00:00:00,"Sports","SP2400",1.00,"1816"
639,200649.00,7/98/2 00:00:00,"Sports","SP3100",1.00,"1817"
640,221592.00,9/98/29 00:00:00,"Toys","TY3500",1.00,"1818"
641,226801.00,10/98/21 00:00:00,"Pets","PT3300",1.00,"1819"
642,98769.00,4/00/11 00:00:00,"Gardening","GD1010",1.00,"182"
643,98769.00,4/00/11 00:00:00,"Gardening","GD1200",1.00,"1820"
644,98769.00,4/00/11 00:00:00,"Gardening","GD3000",1.00,"1821"
645,98769.00,4/00/11 00:00:00,"Gardening","GD3400",1.00,"1822"
646,99531.00,4/00/17 00:00:00,"Gardening","GD2000",3.00,"1823"
647,99531.00,4/00/17 00:00:00,"Gardening","GD3300",1.00,"1824"
648,99531.00,4/00/17 00:00:00,"Gardening","GD4100",1.00,"1825"
649,105981.00,6/00/3 00:00:00,"Toys","TY1500",1.00,"1826"
650,105981.00,6/00/3 00:00:00,"Toys","TY2200",1.00,"1827"
651,105981.00,6/00/3 00:00:00,"Toys","TY3600",1.00,"1828"
652,105981.00,6/00/3 00:00:00,"Toys","TY4700",2.00,"1829"
653,112152.00,7/00/11 00:00:00,"Sports","SP1000",3.00,"183"
654,125258.00,9/00/20 00:00:00,"Pets","PT3400",3.00,"1830"
655,133973.00,11/00/5 00:00:00,"Toys","TY1600",1.00,"1831"
656,135904.00,11/00/15 00:00:00,"Software","SW1612",1.00,"1832"
657,140077.00,12/00/7 00:00:00,"Sports","SP2600",1.00,"1833"
658,147828.00,1/01/17 00:00:00,"Gardening","GD1200",2.00,"1834"
659,153756.00,2/01/18 00:00:00,"Toys","TY1600",3.00,"1835"
660,153756.00,2/01/18 00:00:00,"Toys","TY1650",1.00,"1836"
661,153756.00,2/01/18 00:00:00,"Toys","TY1950",3.00,"1837"
662,153756.00,2/01/18 00:00:00,"Toys","TY2300",1.00,"1838"
663,165674.00,4/01/25 00:00:00,"Gardening","GD4200",1.00,"1839"
664,166984.00,5/01/3 00:00:00,"Gardening","GD3100",1.00,"184"
665,136692.00,8/97/12 00:00:00,"Sports","SP1100",1.00,"1840"
666,162712.00,12/97/28 00:00:00,"Toys","TY3500",1.00,"1841"
667,198311.00,6/98/22 00:00:00,"Tosy","TY1500",2.00,"1842"
668,198311.00,6/98/22 00:00:00,"Toys","TY1850",4.00,"1843"
669,198311.00,6/98/22 00:00:00,"Tosy","TY5300",1.00,"1844"
670,203664.00,7/98/15 00:00:00,"Gardening","GD1200",1.00,"1845"
671,224704.00,10/98/12 00:00:00,"Sports","SP1000",1.00,"1846"
672,136692.00,11/00/19 00:00:00,"Sports","SP1100",1.00,"1847"
673,162712.00,4/01/6 00:00:00,"Toys","TY3500",1.00,"1848"
674,103607.00,2/97/8 00:00:00,"Pets","PT2OOO",4.00,"1849"
675,109144.00,3/97/16 00:00:00,"Toys","TY4300",1.00,"185"
676,128648.00,7/97/1 00:00:00,"Gardening","GD1100",1.00,"1850"
677,128648.00,7/97/1 00:00:00,"Gardening","GD1600",1.00,"1851"
678,128648.00,7/97/1 00:00:00,"Gardening","GD2100",1.00,"1852"
679,128648.00,7/97/1 00:00:00,"Gardening","GD3200",3.00,"1853"
680,132446.00,7/97/21 00:00:00,"Pets","PT1400",1.00,"1854"
681,132446.00,7/97/21 00:00:00,"Pets","PT2000",1.00,"1855"
682,132446.00,7/97/21 00:00:00,"Pets","PT2100",1.00,"1856"
683,161216.00,12/97/20 00:00:00,"Software","SW2782",4.00,"1857"
684,182278.00,4/98/13 00:00:00,"Toys","TY2700",1.00,"1858"
685,182278.00,4/98/13 00:00:00,"Toys","TY4700",4.00,"1859"
686,182278.00,4/98/13 00:00:00,"Toys","TY4800",2.00,"186"
687,182278.00,4/98/13 00:00:00,"Toys","TY5400",4.00,"1860"
688,196404.00,6/98/14 00:00:00,"Gardening","GD1001",1.00,"1861"
689,214454.00,8/98/30 00:00:00,"Pets","PT3400",1.00,"1862"
690,216352.00,9/98/7 00:00:00,"Pets","PT1100",1.00,"1863"
691,216352.00,9/98/7 00:00:00,"Pets","PT1300",1.00,"1864"
692,216352.00,9/98/7 00:00:00,"Pets","PT14OO",2.00,"1865"
693,216352.00,9/98/7 00:00:00,"Pets","PT3100",1.00,"1866"
694,232177.00,11/98/13 00:00:00,"Sports","SP3400",1.00,"1867"
695,240100.00,12/98/17 00:00:00,"Pets","PT2300",3.00,"1868"
696,242162.00,12/98/26 00:00:00,"Toys","TY3500",1.00,"1869"
697,103607.00,5/00/18 00:00:00,"Pets","PT2OOO",4.00,"187"
698,109144.00,6/00/23 00:00:00,"Toys","TY4300",1.00,"1870"
699,128648.00,10/00/8 00:00:00,"Gardening","GD1100",1.00,"1871"
700,128648.00,10/00/8 00:00:00,"Gardening","GD1600",1.00,"1872"
701,128648.00,10/00/8 00:00:00,"Gardening","GD2100",1.00,"1873"
702,128648.00,10/00/8 00:00:00,"Gardening","GD3200",3.00,"1874"
703,132446.00,10/00/28 00:00:00,"Pets","PT1400",1.00,"1875"
704,132446.00,10/00/28 00:00:00,"Pets","PT2000",1.00,"1876"
705,132446.00,10/00/28 00:00:00,"Pets","PT2100",1.00,"1877"
706,161216.00,3/01/29 00:00:00,"Software","SW2782",4.00,"1878"
707,103884.00,2/97/10 00:00:00,"Software","SW4550",2.00,"1879"
708,103884.00,2/97/10 00:00:00,"Software","SW5493",1.00,"188"
709,103884.00,2/97/10 00:00:00,"Software","SW7573",2.00,"1880"
710,108333.00,3/97/11 00:00:00,"Sports","SP3000",1.00,"1881"
711,122789.00,5/97/31 00:00:00,"Pets","PT1200",3.00,"1882"
712,136094.00,8/97/9 00:00:00,"Pets","PT1400",1.00,"1883"
713,159499.00,12/97/11 00:00:00,"Pets","PT1400",2.00,"1884"
714,162903.00,12/97/29 00:00:00,"Toys","TY3500",4.00,"1885"
715,165341.00,1/98/14 00:00:00,"Sports","SP2300",1.00,"1886"
716,166341.00,1/98/20 00:00:00,"Sports","SP2600",1.00,"1887"
717,184312.00,4/98/22 00:00:00,"Pets","PT1400",4.00,"1888"
718,205970.00,7/98/25 00:00:00,"Toys","TY5300",1.00,"1889"
719,211924.00,8/98/19 00:00:00,"Gardening","GD10!)",3.00,"189"
720,219960.00,9/98/22 00:00:00,"Pets","PT1300",3.00,"1890"
721,219960.00,9/98/22 00:00:00,"Pets","PT2000",1.00,"1891"
722,219960.00,9/98/22 00:00:00,"Pets","PT2400",1.00,"1892"
723,228922.00,10/98/30 00:00:00,"Sports","SP2300",1.00,"1893"
724,103884.00,5/00/20 00:00:00,"Softwares","SW4550",2.00,"1894"
725,103884.00,5/00/20 00:00:00,"Software","SW5493",1.00,"1895"
726,103884.00,5/00/20 00:00:00,"Software","SW7573",2.00,"1896"
727,108333.00,6/00/18 00:00:00,"Sports","SP3000",1.00,"1897"
728,122789.00,9/00/7 00:00:00,"Pets","PT1200",3.00,"1898"
729,136094.00,11/00/16 00:00:00,"Pets","PT1400",1.00,"1899"
730,159499.00,3/01/20 00:00:00,"Pets","PT1400",2.00,"19"
731,162903.00,4/01/7 00:00:00,"Toys","TY3500",4.00,"190"
732,165341.00,4/01/23 00:00:00,"Sports","SP2300",1.00,"1900"
